Select Printer,Printer Requested,Material 1 Qty,User Type,Material 1,Printed On,Print Time (Hours),Material_Category1
24,0,16.36,2,8,0,1,3
3,0,21.85,2,8,0,1,3
25,0,33.14,1,0,0,3,0
34,0,232.02,2,8,0,6,3
26,0,50.0,1,8,0,1,3
0,0,56.09,1,8,0,4,3
7,1,55.13,1,18,1,10,0
35,0,85.0,2,8,0,2,3
24,0,0.0,2,8,0,1,3
0,0,2.11,2,8,0,1,3
3,0,34.24,2,8,0,1,3
29,0,5.96,2,8,0,1,3
27,0,184.0,2,8,0,7,3
19,0,30.0,2,8,0,1,3
40,5,61.0,1,29,5,5,3
34,0,71.83,1,8,0,1,3
29,0,0.0,2,8,0,1,3
21,0,113.5,2,8,0,3,3
18,0,28.14,1,8,0,2,3
23,0,1.65,0,8,0,2,3
24,0,62.7,2,8,0,3,3
21,0,3.0,2,8,0,1,3
12,1,161.0,2,24,1,4,4
27,0,11.04,2,8,0,1,3
43,0,44.17,2,7,0,2,3
19,0,24.55,2,8,0,1,3
26,0,200.0,1,8,0,5,3
35,0,228.48,2,7,0,6,3
43,0,27.72,2,8,0,1,3
35,0,188.3,2,8,0,6,3
16,1,62.0,2,23,1,2,4
26,0,285.92,2,8,0,5,3
21,0,41.38,2,8,0,8,3
18,0,0.0,1,8,0,3,3
34,0,263.0,2,8,0,7,3
22,3,38.64,2,25,3,9,1
42,5,43.0,1,29,5,5,3
35,0,21.0,2,8,0,1,3
12,1,126.59,1,24,1,14,4
35,0,8.18,2,8,0,1,3
12,1,130.0,1,24,1,14,4
29,0,204.45,2,8,0,5,3
43,0,146.55,2,8,0,5,3
0,0,40.53,2,10,0,2,0
24,0,80.0,2,8,0,3,3
17,2,2.1,2,26,2,12,1
35,0,16.64,2,7,0,1,3
21,0,104.7,2,8,0,2,3
7,1,91.08,1,18,1,16,0
21,0,7.48,2,8,0,1,3
38,5,10.0,0,29,5,1,3
23,0,0.0,2,8,0,18,3
26,0,285.92,2,8,0,5,3
34,0,2.83,2,8,0,1,3
2,0,85.31,1,8,0,3,3
19,0,5.2,2,8,0,1,3
29,0,0.0,2,8,0,1,3
28,0,111.84,2,8,0,3,3
19,0,2.66,2,8,0,1,3
29,0,4.73,2,8,0,1,3
21,0,21.96,2,8,0,1,3
21,0,3.38,2,8,0,1,3
35,0,173.13,2,8,0,4,3
1,0,0.0,2,8,0,26,3
19,0,22.5,2,8,0,1,3
28,0,56.91,2,8,0,2,3
20,0,0.0,2,8,0,1,3
29,0,35.45,2,8,0,2,3
35,0,8.43,2,8,0,1,3
0,0,46.49,2,10,0,2,0
15,1,57.6,2,20,1,2,4
2,0,405.67,2,8,0,14,3
28,0,0.0,2,8,0,3,3
35,0,0.0,2,8,0,8,3
29,0,9.55,2,8,0,1,3
43,0,320.18,2,8,0,12,3
34,0,111.93,2,8,0,4,3
23,0,242.72,2,8,0,7,3
3,0,532.58,2,8,0,11,3
7,1,96.0,2,18,1,18,0
12,1,61.8,2,24,1,2,4
26,0,285.92,2,8,0,5,3
24,0,153.98,2,8,0,6,3
1,0,104.39,2,8,0,3,3
19,0,166.46,2,8,0,5,3
2,0,50.89,2,8,0,1,3
31,0,183.15,2,8,0,9,3
39,5,0.0,0,29,5,23,3
19,0,77.0,2,8,0,2,3
35,0,6.66,2,8,0,1,3
35,0,76.73,2,8,0,3,3
0,0,9.97,2,10,0,1,0
18,0,0.0,1,8,0,5,3
8,1,7.37,2,13,1,9,0
23,0,10.94,2,8,0,1,3
20,0,9.77,0,0,0,1,0
34,0,15.77,2,8,0,1,3
29,0,16.79,2,8,0,1,3
24,0,0.0,2,8,0,2,3
3,0,15.13,0,8,0,1,3
1,0,10.0,2,8,0,1,3
27,0,114.0,1,8,0,4,3
34,0,123.0,1,8,0,4,3
22,3,2.16,2,25,3,1,1
16,1,0.51,2,23,1,1,4
30,0,2.2,2,8,0,1,3
19,0,265.75,2,8,0,4,3
35,0,0.0,2,8,0,4,3
43,0,0.0,2,8,0,10,3
35,0,22.17,2,8,0,1,3
43,0,170.81,2,8,0,4,3
28,0,60.1,2,8,0,2,3
29,0,188.82,2,8,0,4,3
23,0,268.36,2,8,0,1,3
26,0,322.04,2,8,0,5,3
20,0,76.66,2,8,0,4,3
27,0,217.59,2,8,0,5,3
34,0,0.0,2,8,0,10,3
21,0,534.0,2,8,0,1,3
27,0,111.47,2,8,0,3,3
26,0,306.45,2,8,0,6,3
29,0,33.0,2,7,0,2,3
23,0,75.0,1,8,0,2,3
0,0,13.99,2,10,0,1,0
35,0,0.0,2,8,0,17,3
2,0,232.71,2,8,0,8,3
20,0,236.46,2,0,0,6,0
43,0,344.72,2,8,0,8,3
39,5,17.0,2,29,5,2,3
18,0,57.04,2,8,0,2,3
32,4,47.542,2,28,4,38,0
10,1,58.0,1,12,1,18,0
33,4,26.936,2,28,4,11,0
21,0,0.0,2,8,0,1,3
26,0,20.23,2,8,0,1,3
34,0,0.0,2,8,0,1,3
27,0,31.92,2,8,0,1,3
26,0,0.0,2,8,0,1,3
29,0,74.62,2,8,0,2,3
12,1,45.56,2,24,1,7,4
24,0,0.0,2,8,0,4,3
19,0,32.68,2,8,0,1,3
23,0,166.59,2,8,0,5,3
27,0,72.43,2,8,0,2,3
13,1,185.6,2,16,1,4,0
35,0,6.68,2,8,0,1,3
27,0,18.66,1,8,0,1,3
0,0,25.74,2,10,0,2,0
3,0,71.5,2,8,0,2,3
23,0,7.77,2,8,0,1,3
27,0,0.0,2,8,0,1,3
18,0,0.0,2,4,0,2,0
21,0,81.0,2,8,0,2,3
35,0,282.13,2,8,0,8,3
43,0,85.0,2,8,0,2,3
12,1,10.37,2,24,1,1,4
21,0,17.0,2,8,0,1,3
26,0,215.25,2,8,0,6,3
6,1,4.83,2,18,1,2,0
34,0,188.0,1,8,0,6,3
35,0,48.0,2,8,0,2,3
24,0,67.0,2,8,0,4,3
29,0,122.0,2,8,0,4,3
28,0,360.0,2,8,0,7,3
0,0,12.11,2,10,0,1,0
19,0,151.55,2,8,0,6,3
20,0,216.89,2,8,0,7,3
35,0,3.17,2,8,0,1,3
29,0,13.6,2,8,0,1,3
21,0,0.0,2,8,0,1,3
29,0,9.43,1,8,0,1,3
24,0,0.0,2,8,0,1,3
23,0,98.8,2,8,0,2,3
2,0,24.0,2,8,0,1,3
21,0,81.0,2,8,0,2,3
31,0,47.16,2,8,0,2,3
19,0,16.99,0,8,0,1,3
26,0,285.92,2,8,0,5,3
21,0,20.39,2,8,0,1,3
14,1,176.15,2,24,1,12,4
24,0,23.12,2,8,0,1,3
10,1,39.0,2,12,1,5,0
16,1,15.89,1,23,1,1,4
35,0,193.29,2,8,0,5,3
19,0,41.0,1,8,0,2,3
0,0,22.65,2,10,0,1,0
20,0,237.0,2,0,0,6,0
18,0,0.0,2,8,0,3,3
25,0,70.81,2,0,0,3,0
27,0,27.1,2,8,0,1,3
15,1,0.62,2,21,1,1,4
23,0,14.03,2,8,0,1,3
13,1,53.6,2,16,1,3,0
3,0,5.11,2,8,0,1,3
26,0,156.0,2,8,0,3,3
27,0,192.5,2,8,0,4,3
3,0,0.0,2,8,0,1,3
28,0,33.0,2,8,0,1,3
34,0,0.0,2,8,0,10,3
0,0,39.62,2,8,0,2,3
3,0,4.92,2,8,0,1,3
2,0,247.69,2,8,0,6,3
26,0,4.35,2,8,0,1,3
29,0,4.0,2,8,0,1,3
3,0,4.71,2,8,0,1,3
31,0,95.87,2,8,0,4,3
35,0,85.55,2,8,0,4,3
28,0,12.0,2,8,0,1,3
0,0,46.42,2,10,0,2,0
23,0,6.4,2,8,0,1,3
29,0,1.0,2,8,0,1,3
21,0,10.51,2,8,0,1,3
3,0,5.69,2,8,0,1,3
34,0,0.0,2,8,0,2,3
43,0,306.17,2,8,0,9,3
20,0,0.0,1,0,0,2,0
27,0,626.53,2,8,0,17,3
23,0,0.0,1,8,0,1,3
3,0,10.92,2,8,0,1,3
21,0,145.61,2,8,0,4,3
18,0,120.0,2,8,0,3,3
24,0,132.67,1,8,0,14,3
35,0,94.0,2,8,0,4,3
14,1,24.58,2,24,1,6,4
15,1,10.4,2,21,1,2,4
26,0,185.36,2,8,0,8,3
13,1,54.38,2,16,1,4,0
29,0,208.16,2,8,0,8,3
0,0,5.84,1,8,0,1,3
24,0,26.48,2,8,0,1,3
24,0,18.76,2,8,0,1,3
18,0,39.0,2,8,0,2,3
19,0,34.52,2,8,0,1,3
21,0,21.95,2,8,0,1,3
35,0,81.59,2,8,0,2,3
29,0,33.0,2,8,0,3,3
7,1,64.0,2,18,1,17,0
23,0,61.53,2,8,0,2,3
18,0,40.25,2,4,0,2,0
32,4,18.616,2,28,4,17,0
24,0,131.16,2,8,0,2,3
23,0,39.09,2,8,0,1,3
0,0,94.54,2,10,0,4,0
2,0,105.79,2,8,0,4,3
25,0,0.0,2,8,0,2,3
43,0,164.83,1,8,0,4,3
3,0,154.0,2,8,0,3,3
35,0,83.0,2,8,0,4,3
26,0,66.37,2,8,0,2,3
1,0,124.31,2,8,0,3,3
23,0,25.36,2,8,0,1,3
28,0,245.07,2,8,0,6,3
0,0,66.49,2,8,0,2,3
0,0,12.0,2,8,0,1,3
26,0,69.69,2,8,0,2,3
28,0,44.25,2,8,0,1,3
23,0,52.21,2,8,0,2,3
21,0,175.56,2,8,0,4,3
25,0,9.14,2,8,0,1,3
10,1,43.0,2,12,1,5,0
29,0,150.0,1,8,0,6,3
2,0,300.0,2,8,0,4,3
29,0,0.87,2,8,0,1,3
43,0,90.73,2,8,0,5,3
27,0,621.0,2,8,0,17,3
25,0,31.87,2,1,0,1,0
3,0,117.73,2,8,0,12,3
29,0,177.08,2,8,0,7,3
26,0,139.42,2,8,0,4,3
24,0,0.0,2,8,0,6,3
1,0,122.86,2,8,0,4,3
28,0,64.0,2,8,0,5,3
3,0,2.87,2,8,0,1,3
34,0,366.71,2,8,0,27,3
43,0,48.68,2,8,0,3,3
3,0,4.35,2,8,0,1,3
14,1,18.5,2,24,1,5,4
12,1,127.82,2,24,1,8,4
17,2,210.0,2,26,2,14,1
17,2,600.0,2,26,2,48,1
35,0,0.0,2,8,0,19,3
34,0,43.97,2,8,0,2,3
18,0,7.77,0,8,0,1,3
34,0,4.24,2,8,0,1,3
24,0,57.44,2,8,0,1,3
30,0,37.0,0,3,0,2,0
1,0,30.55,2,8,0,1,3
24,0,0.0,2,8,0,23,3
43,0,57.82,2,8,0,3,3
2,0,0.0,2,8,0,1,3
35,0,59.0,2,8,0,2,3
43,0,11.98,2,8,0,1,3
23,0,15.0,1,8,0,1,3
29,0,47.0,2,8,0,1,3
12,1,99.0,2,24,1,3,4
24,0,0.0,2,8,0,1,3
18,0,78.0,0,4,0,4,0
35,0,89.24,2,8,0,2,3
34,0,42.31,2,8,0,1,3
21,0,79.17,2,8,0,4,3
27,0,117.96,2,8,0,10,3
2,0,14.0,2,8,0,1,3
19,0,223.24,2,8,0,25,3
28,0,230.02,2,8,0,6,3
43,0,232.62,2,8,0,6,3
23,0,7.83,2,8,0,1,3
35,0,55.51,2,8,0,3,3
34,0,0.0,2,8,0,1,3
9,1,33.0,1,14,1,15,4
34,0,0.78,2,8,0,1,3
27,0,558.5,2,8,0,11,3
0,0,108.66,2,10,0,3,0
5,1,9.5,1,11,1,1,4
24,0,0.0,2,8,0,20,3
21,0,81.01,2,8,0,2,3
35,0,884.96,2,8,0,21,3
15,1,6.0,1,21,1,1,4
21,0,14.46,2,8,0,1,3
12,1,1.3,2,24,1,1,4
26,0,347.64,2,8,0,15,3
35,0,267.0,1,8,0,9,3
24,0,47.22,1,8,0,2,3
31,0,57.84,2,9,0,3,3
29,0,37.31,2,8,0,2,3
23,0,11.5,2,8,0,1,3
26,0,11.72,2,8,0,1,3
35,0,42.0,1,8,0,2,3
26,0,10.95,2,8,0,1,3
35,0,10.9,2,8,0,1,3
21,0,10.72,2,8,0,1,3
20,0,35.31,1,0,0,2,0
9,1,31.32,2,24,1,6,4
34,0,0.0,2,8,0,1,3
24,0,33.5,1,8,0,1,3
35,0,13.85,2,8,0,1,3
25,0,14.3,2,1,0,1,0
0,0,0.0,1,0,0,1,0
27,0,120.15,1,8,0,4,3
24,0,0.0,1,8,0,6,3
29,0,151.0,1,8,0,6,3
31,0,35.08,2,9,0,1,3
35,0,24.6,2,8,0,1,3
21,0,26.45,2,8,0,1,3
25,0,57.67,2,1,0,3,0
21,0,86.0,2,8,0,2,3
34,0,0.0,2,8,0,1,3
9,1,150.0,1,18,1,12,0
25,0,28.99,2,1,0,1,0
32,4,47.511,2,28,4,47,0
18,0,0.0,2,8,0,2,3
23,0,282.1,0,8,0,10,3
35,0,63.0,0,8,0,2,3
43,0,0.0,2,8,0,1,3
24,0,0.0,1,8,0,7,3
20,0,131.0,2,2,0,5,0
9,1,4.06,2,18,1,2,0
26,0,244.55,2,8,0,7,3
20,0,206.0,2,2,0,7,0
34,0,21.51,2,8,0,1,3
9,1,13.18,0,18,1,5,0
34,0,0.0,2,8,0,2,3
21,0,95.0,0,8,0,3,3
32,4,0.0,2,28,4,10,0
33,4,22.5,2,27,4,48,0
29,0,43.88,2,8,0,1,3
19,0,475.38,2,8,0,17,3
23,0,142.16,2,8,0,3,3
43,0,104.16,2,8,0,2,3
18,0,48.0,1,8,0,3,3
28,0,0.0,0,8,0,3,3
26,0,103.0,2,8,0,3,3
23,0,28.01,2,8,0,1,3
28,0,5.0,2,8,0,1,3
43,0,53.61,2,8,0,2,3
31,0,59.21,2,9,0,3,3
1,0,0.0,2,8,0,4,3
24,0,220.98,2,8,0,4,3
18,0,0.0,2,8,0,2,3
35,0,57.24,0,8,0,3,3
29,0,36.47,2,8,0,2,3
26,0,42.36,2,8,0,2,3
12,1,16.87,2,24,1,1,4
10,1,40.0,2,12,1,4,0
25,0,204.55,2,0,0,7,0
0,0,134.0,2,10,0,5,0
27,0,110.23,2,8,0,2,3
34,0,169.11,1,8,0,5,3
24,0,314.56,2,8,0,8,3
18,0,43.77,2,6,0,2,0
43,0,61.98,2,8,0,2,3
31,0,29.47,2,9,0,1,3
19,0,184.55,2,8,0,6,3
28,0,119.21,2,8,0,5,3
27,0,6.67,2,8,0,1,3
